state,response,coverage,education,employment_status,location_code,policy,renew_offer_type,sales_channel,vehicle_class,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
,,,,,,,,,,4175.945269,23060.0,109.0,13.0,25.0,3.0,1.0,731.350857
,,,,,,,,,,8491.858636,27781.0,71.0,33.0,7.0,0.0,2.0,340.8
,,,,,,,,,,2402.172069,43246.0,62.0,19.0,89.0,0.0,1.0,52.435202
,,,,,,,,,,4775.475851,14254.0,124.0,21.0,16.0,0.0,1.0,595.2
,,,,,,,,,,4235.183999,60334.0,106.0,5.0,67.0,0.0,1.0,111.164747
,,,,,,,,,,5107.163002,35625.0,65.0,10.0,56.0,1.0,3.0,288.572108
,,,,,,,,,,13167.60512,54684.0,111.0,13.0,15.0,3.0,2.0,302.137164
,,,,,,,,,,2520.301352,56228.0,65.0,4.0,79.0,0.0,1.0,276.877348
,,,,,,,,,,5189.289582,82166.0,134.0,9.0,43.0,3.0,1.0,643.2
,,,,,,,,,,2893.313855,30406.0,73.0,29.0,93.0,0.0,1.0,350.4
,,,,,,,,,,3985.547406,75007.0,101.0,1.0,19.0,0.0,1.0,668.773522
,,,,,,,,,,2414.638309,79271.0,62.0,24.0,63.0,4.0,1.0,232.753598
,,,,,,,,,,18688.30707,0.0,76.0,2.0,66.0,0.0,2.0,364.8
,,,,,,,,,,16589.71237,59414.0,140.0,34.0,56.0,0.0,2.0,65.022258
,,,,,,,,,,4699.034135,0.0,129.0,14.0,93.0,2.0,1.0,291.744204
,,,,,,,,,,2395.57,21986.0,63.0,1.0,9.0,0.0,1.0,333.696228
,,,,,,,,,,8861.482361,58480.0,113.0,6.0,35.0,1.0,5.0,542.4
,,,,,,,,,,8936.823519,37520.0,74.0,21.0,30.0,0.0,2.0,163.576763
,,,,,,,,,,7340.496505,50165.0,62.0,15.0,63.0,0.0,2.0,129.999138
,,,,,,,,,,6342.473656,86687.0,80.0,4.0,82.0,0.0,3.0,274.159702
,,,,,,,,,,6560.815344,0.0,93.0,2.0,88.0,0.0,3.0,41.617367
,,,,,,,,,,6687.593818,23772.0,83.0,19.0,25.0,0.0,4.0,100.652984
,,,,,,,,,,3681.253483,0.0,98.0,23.0,7.0,0.0,1.0,354.939043
,,,,,,,,,,2555.535685,18241.0,65.0,17.0,44.0,0.0,1.0,151.991098
,,,,,,,,,,2373.795076,0.0,65.0,32.0,88.0,0.0,1.0,312.0
,,,,,,,,,,2732.652352,86650.0,69.0,7.0,64.0,2.0,1.0,323.865715
,,,,,,,,,,3844.569357,26262.0,97.0,6.0,59.0,0.0,1.0,465.6
,,,,,,,,,,4683.443348,25187.0,121.0,8.0,79.0,0.0,1.0,580.8
,,,,,,,,,,5174.081063,88081.0,64.0,35.0,94.0,0.0,5.0,82.483947
,,,,,,,,,,2655.864573,83460.0,66.0,20.0,18.0,0.0,1.0,443.44552
,,,,,,,,,,5615.073509,19949.0,74.0,0.0,99.0,1.0,3.0,355.2
,,,,,,,,,,3161.171297,0.0,92.0,16.0,56.0,0.0,1.0,897.379535
,,,,,,,,,,7575.647415,0.0,109.0,30.0,87.0,0.0,4.0,784.8
,,,,,,,,,,3985.398895,77739.0,98.0,31.0,61.0,0.0,1.0,428.563553
,,,,,,,,,,9706.375239,23649.0,122.0,2.0,69.0,0.0,6.0,535.606632
,,,,,,,,,,7736.654606,68980.0,98.0,25.0,87.0,0.0,7.0,464.038577
,,,,,,,,,,4179.488639,60010.0,103.0,4.0,86.0,0.0,1.0,494.4
,,,,,,,,,,5759.011129,30968.0,74.0,10.0,89.0,1.0,8.0,45.425684
,,,,,,,,,,4165.396419,0.0,116.0,2.0,97.0,0.0,1.0,556.8
,,,,,,,,,,2632.552578,99841.0,65.0,14.0,30.0,0.0,1.0,312.0
,,,,,,,,,,3885.456401,0.0,105.0,3.0,92.0,0.0,1.0,504.0
,,,,,,,,,,8161.944953,32967.0,105.0,16.0,70.0,1.0,4.0,504.0
,,,,,,,,,,13024.13012,0.0,125.0,6.0,61.0,0.0,2.0,900.0
,,,,,,,,,,14137.23043,31794.0,119.0,12.0,16.0,0.0,2.0,571.2
,,,,,,,,,,3700.678124,36710.0,94.0,17.0,56.0,0.0,1.0,676.8
,,,,,,,,,,5511.033294,36267.0,69.0,21.0,1.0,0.0,8.0,263.454037
,,,,,,,,,,5169.49937,12430.0,73.0,22.0,13.0,0.0,4.0,350.4
,,,,,,,,,,6044.020038,93715.0,74.0,12.0,88.0,0.0,7.0,532.8
,,,,,,,,,,4349.30875,75648.0,108.0,28.0,10.0,0.0,1.0,112.660916
,,,,,,,,,,9688.129179,24584.0,66.0,11.0,74.0,0.0,2.0,279.706613
,,,,,,,,,,5528.212807,36088.0,72.0,16.0,31.0,0.0,9.0,345.6
,,,,,,,,,,7894.5005,21723.0,104.0,31.0,6.0,0.0,8.0,748.8
,,,,,,,,,,5935.815989,63833.0,73.0,17.0,69.0,0.0,3.0,199.460544
,,,,,,,,,,4520.339327,0.0,61.0,7.0,1.0,0.0,4.0,304.156333
,,,,,,,,,,3219.146148,45892.0,81.0,1.0,49.0,0.0,1.0,388.8
,,,,,,,,,,5935.572179,90263.0,74.0,17.0,36.0,0.0,8.0,355.2
,,,,,,,,,,2322.572562,0.0,63.0,8.0,87.0,0.0,1.0,453.6
,,,,,,,,,,11692.00974,40548.0,98.0,7.0,57.0,0.0,2.0,470.4
,,,,,,,,,,10175.2441,0.0,99.0,15.0,84.0,0.0,2.0,831.340966
,,,,,,,,,,2513.971107,50450.0,63.0,24.0,80.0,0.0,1.0,302.4
,,,,,,,,,,2897.779107,0.0,85.0,4.0,45.0,0.0,1.0,612.0
,,,,,,,,,,5515.246935,75963.0,69.0,4.0,23.0,0.0,7.0,102.147789
,,,,,,,,,,3469.836978,32714.0,87.0,35.0,48.0,0.0,1.0,513.041633
,,,,,,,,,,6907.554242,42790.0,87.0,10.0,74.0,0.0,3.0,290.057111
,,,,,,,,,,3647.24611,20694.0,94.0,29.0,89.0,1.0,1.0,451.2
,,,,,,,,,,3265.156348,25820.0,82.0,10.0,69.0,0.0,1.0,393.6
,,,,,,,,,,2514.282096,24744.0,65.0,1.0,0.0,0.0,1.0,312.0
,,,,,,,,,,4462.997006,0.0,73.0,35.0,52.0,3.0,5.0,350.4
,,,,,,,,,,4570.673702,27538.0,63.0,10.0,6.0,4.0,3.0,285.843893
,,,,,,,,,,2752.65503,81280.0,68.0,6.0,47.0,0.0,1.0,308.349562
,,,,,,,,,,2188.655055,0.0,67.0,29.0,49.0,1.0,1.0,321.6
,,,,,,,,,,2710.149379,0.0,73.0,14.0,66.0,0.0,1.0,350.4
,,,,,,,,,,14754.35923,26486.0,128.0,18.0,5.0,1.0,2.0,614.4
,,,,,,,,,,10759.40004,0.0,97.0,12.0,24.0,0.0,2.0,465.6
,,,,,,,,,,5033.390798,68331.0,63.0,23.0,38.0,0.0,3.0,302.4
,,,,,,,,,,2370.618948,0.0,71.0,1.0,66.0,1.0,1.0,511.2
,,,,,,,,,,11236.31135,21636.0,64.0,2.0,24.0,5.0,2.0,213.587367
,,,,,,,,,,12476.64759,0.0,121.0,7.0,34.0,0.0,2.0,871.2
,,,,,,,,,,4731.844073,0.0,64.0,14.0,92.0,0.0,7.0,307.2
,,,,,,,,,,10620.49148,35601.0,69.0,34.0,15.0,0.0,2.0,249.803437
,,,,,,,,,,8873.201307,28558.0,119.0,14.0,37.0,4.0,3.0,797.558033
,,,,,,,,,,5260.921627,60101.0,66.0,34.0,74.0,0.0,3.0,1.332349
,,,,,,,,,,2792.009458,22426.0,76.0,9.0,31.0,1.0,1.0,528.391284
,,,,,,,,,,10018.66117,30720.0,139.0,17.0,24.0,4.0,5.0,778.463303
,,,,,,,,,,7180.270931,34161.0,186.0,5.0,10.0,3.0,1.0,892.8
,,,,,,,,,,3012.039703,42987.0,77.0,14.0,48.0,0.0,1.0,128.490137
,,,,,,,,,,4236.814353,0.0,61.0,21.0,13.0,0.0,3.0,292.8
,,,,,,,,,,5283.362834,80928.0,132.0,26.0,27.0,0.0,1.0,538.545218
,,,,,,,,,,5395.091602,86640.0,67.0,2.0,25.0,0.0,5.0,65.457366
,,,,,,,,,,6913.566525,26714.0,64.0,17.0,7.0,1.0,2.0,307.2
,,,,,,,,,,2619.337376,78618.0,66.0,7.0,56.0,0.0,1.0,225.578841
,,,,,,,,,,8390.122077,0.0,78.0,22.0,3.0,0.0,2.0,732.340362
,,,,,,,,,,13727.79972,0.0,126.0,12.0,4.0,0.0,2.0,604.8
,,,,,,,,,,4482.015107,62977.0,115.0,34.0,40.0,0.0,1.0,552.0
,,,,,,,,,,2827.55957,0.0,79.0,30.0,25.0,0.0,1.0,568.8
,,,,,,,,,,5584.961718,19724.0,72.0,20.0,49.0,0.0,4.0,345.6
,,,,,,,,,,7568.85152,27558.0,65.0,18.0,48.0,0.0,2.0,312.0
,,,,,,,,,,9664.330983,86054.0,239.0,12.0,11.0,0.0,1.0,115.166422
,,,,,,,,,,6480.681366,42846.0,81.0,14.0,42.0,0.0,4.0,286.142521
,,,,,,,,,,8707.619537,57107.0,110.0,27.0,84.0,3.0,7.0,528.0
,,,,,,,,,,9048.983447,0.0,119.0,9.0,8.0,0.0,3.0,571.2
,,,,,,,,,,2615.852084,54314.0,66.0,13.0,98.0,0.0,1.0,282.770894
,,,,,,,,,,4878.829713,29950.0,61.0,0.0,76.0,0.0,4.0,292.8
,,,,,,,,,,10793.75704,24195.0,90.0,32.0,70.0,0.0,2.0,360.269404
,,,,,,,,,,5528.080912,0.0,73.0,30.0,11.0,0.0,8.0,388.819919
,,,,,,,,,,4605.87485,47481.0,116.0,20.0,39.0,0.0,1.0,556.8
,,,,,,,,,,8343.412804,63354.0,106.0,16.0,39.0,0.0,9.0,508.8
,,,,,,,,,,13009.24125,57591.0,66.0,5.0,74.0,0.0,2.0,316.8
,,,,,,,,,,7486.019078,0.0,71.0,14.0,62.0,0.0,2.0,340.8
,,,,,,,,,,9547.71004,34919.0,82.0,14.0,99.0,1.0,2.0,277.871312
,,,,,,,,,,8110.704417,76879.0,101.0,20.0,44.0,0.0,5.0,487.102627
,,,,,,,,,,7379.456823,61584.0,61.0,18.0,93.0,0.0,2.0,205.294927
,,,,,,,,,,7452.233634,0.0,105.0,27.0,42.0,0.0,4.0,504.0
,,,,,,,,,,2686.535218,26713.0,71.0,22.0,69.0,0.0,1.0,142.695319
,,,,,,,,,,4470.181084,0.0,129.0,2.0,72.0,0.0,1.0,928.8
,,,,,,,,,,10348.01348,34244.0,87.0,14.0,34.0,2.0,2.0,417.6
,,,,,,,,,,11790.49617,25251.0,66.0,13.0,43.0,0.0,2.0,316.8
,,,,,,,,,,4566.123651,0.0,68.0,19.0,53.0,0.0,3.0,326.4
,,,,,,,,,,5905.971667,59848.0,73.0,5.0,98.0,1.0,3.0,131.614733
,,,,,,,,,,7492.055949,39815.0,64.0,17.0,68.0,0.0,2.0,91.391245
,,,,,,,,,,3427.154407,58840.0,86.0,25.0,44.0,0.0,1.0,73.27252
,,,,,,,,,,5181.620895,97131.0,64.0,5.0,80.0,0.0,6.0,307.2
,,,,,,,,,,4686.469674,58089.0,118.0,31.0,83.0,0.0,1.0,566.4
,,,,,,,,,,2710.12066,0.0,71.0,7.0,87.0,0.0,1.0,340.8
,,,,,,,,,,4313.34397,0.0,126.0,2.0,96.0,2.0,1.0,656.57161
,,,,,,,,,,4755.36505,21808.0,119.0,0.0,71.0,0.0,1.0,571.2
,,,,,,,,,,7792.067056,36776.0,65.0,21.0,21.0,0.0,2.0,240.186527
,,,,,,,,,,2549.998419,31213.0,65.0,0.0,29.0,0.0,1.0,312.0
,,,,,,,,,,7521.282545,0.0,115.0,33.0,0.0,0.0,3.0,987.293841
,,,,,,,,,,11510.36033,0.0,61.0,11.0,39.0,0.0,2.0,439.2
,,,,,,,,,,7999.251628,0.0,107.0,13.0,17.0,0.0,5.0,513.6
,,,,,,,,,,7927.182997,32555.0,68.0,32.0,72.0,0.0,2.0,86.912677
,,,,,,,,,,2453.570794,29735.0,69.0,3.0,92.0,0.0,1.0,331.2
,,,,,,,,,,2981.549197,80590.0,74.0,26.0,3.0,0.0,1.0,97.928632
,,,,,,,,,,5110.755667,22565.0,132.0,0.0,20.0,0.0,1.0,633.6
,,,,,,,,,,5351.853544,54817.0,137.0,24.0,28.0,0.0,1.0,209.504391
,,,,,,,,,,9015.819465,0.0,62.0,26.0,34.0,0.0,2.0,42.642554
,,,,,,,,,,5903.612641,55393.0,74.0,15.0,6.0,1.0,3.0,2.173552
,,,,,,,,,,8852.734284,0.0,83.0,12.0,97.0,0.0,2.0,597.6
,,,,,,,,,,13333.38849,75634.0,110.0,13.0,52.0,0.0,2.0,432.805382
,,,,,,,,,,8658.863813,62464.0,109.0,23.0,45.0,0.0,4.0,400.181882
,,,,,,,,,,4871.15057,72648.0,61.0,0.0,78.0,0.0,5.0,120.850664
,,,,,,,,,,5279.198664,77167.0,66.0,15.0,99.0,0.0,3.0,137.086695
,,,,,,,,,,6689.022728,56980.0,84.0,33.0,70.0,0.0,7.0,599.000883
,,,,,,,,,,5244.550942,27444.0,66.0,21.0,88.0,0.0,3.0,313.931213
,,,,,,,,,,6688.857444,57289.0,86.0,21.0,88.0,0.0,3.0,562.224942
,,,,,,,,,,8408.308374,84091.0,105.0,18.0,48.0,0.0,9.0,380.560266
,,,,,,,,,,2052.948967,0.0,67.0,33.0,21.0,2.0,1.0,806.180375
,,,,,,,,,,10592.58753,59590.0,136.0,15.0,67.0,0.0,5.0,460.266881
,,,,,,,,,,2913.493264,89672.0,72.0,7.0,92.0,0.0,1.0,309.568636
,,,,,,,,,,5243.446345,96535.0,66.0,11.0,85.0,0.0,3.0,271.074379
,,,,,,,,,,14191.59699,25575.0,117.0,10.0,41.0,0.0,2.0,561.6
,,,,,,,,,,9426.384787,38910.0,78.0,3.0,78.0,0.0,2.0,20.209679
,,,,,,,,,,4521.190551,39426.0,114.0,33.0,12.0,0.0,1.0,412.884282
,,,,,,,,,,3579.023825,28304.0,91.0,10.0,30.0,2.0,1.0,655.2
,,,,,,,,,,6285.15476,52210.0,80.0,6.0,74.0,0.0,9.0,384.0
,,,,,,,,,,7844.252972,0.0,102.0,20.0,46.0,0.0,3.0,273.945412
,,,,,,,,,,8283.843281,94851.0,104.0,6.0,33.0,0.0,3.0,190.998822
,,,,,,,,,,2436.397813,0.0,67.0,16.0,92.0,0.0,1.0,399.0564
,,,,,,,,,,2538.62632,18608.0,71.0,13.0,24.0,0.0,1.0,340.8
,,,,,,,,,,7304.395148,41025.0,92.0,22.0,92.0,0.0,6.0,20.374393
,,,,,,,,,,6674.455913,92653.0,83.0,15.0,80.0,1.0,6.0,456.519419
,,,,,,,,,,6459.640942,24290.0,82.0,15.0,84.0,0.0,8.0,393.6
,,,,,,,,,,4605.036646,22571.0,63.0,29.0,51.0,0.0,9.0,302.4
,,,,,,,,,,5686.743252,26409.0,71.0,30.0,70.0,0.0,5.0,475.166267
,,,,,,,,,,6608.165971,21616.0,93.0,4.0,41.0,0.0,7.0,944.854655
,,,,,,,,,,7158.530736,36463.0,92.0,8.0,25.0,0.0,3.0,441.6
,,,,,,,,,,5052.381573,34645.0,69.0,1.0,2.0,3.0,5.0,220.446667
,,,,,,,,,,5201.357604,67001.0,131.0,7.0,36.0,0.0,1.0,463.425687
,,,,,,,,,,8632.783576,96200.0,107.0,9.0,45.0,0.0,3.0,513.6
,,,,,,,,,,7350.930502,69241.0,93.0,2.0,63.0,0.0,3.0,111.250449
,,,,,,,,,,7690.159642,55843.0,64.0,3.0,80.0,0.0,2.0,307.2
,,,,,,,,,,8259.1108,20305.0,76.0,14.0,63.0,1.0,2.0,496.477418
,,,,,,,,,,2317.282049,0.0,68.0,10.0,81.0,0.0,1.0,489.6
,,,,,,,,,,8929.611119,44329.0,112.0,25.0,58.0,0.0,3.0,537.6
,,,,,,,,,,4854.362069,44279.0,61.0,32.0,7.0,0.0,3.0,292.8
,,,,,,,,,,2659.70565,0.0,87.0,4.0,4.0,3.0,1.0,420.041981
,,,,,,,,,,8750.222052,34695.0,113.0,1.0,60.0,0.0,5.0,100.323765
,,,,,,,,,,5054.780543,79297.0,64.0,34.0,64.0,0.0,6.0,72.760316
,,,,,,,,,,2199.516645,0.0,62.0,29.0,72.0,0.0,1.0,297.6
,,,,,,,,,,5715.312991,84183.0,72.0,29.0,86.0,0.0,4.0,255.565349
,,,,,,,,,,9566.839884,53375.0,79.0,20.0,92.0,0.0,2.0,127.322656
,,,,,,,,,,10094.13003,32046.0,127.0,28.0,23.0,0.0,4.0,475.599472
,,,,,,,,,,5444.793941,91393.0,67.0,19.0,54.0,0.0,6.0,460.551521
,,,,,,,,,,2582.408525,76731.0,64.0,2.0,68.0,0.0,1.0,201.455005
,,,,,,,,,,3484.247842,51337.0,88.0,3.0,70.0,0.0,1.0,72.543171
,,,,,,,,,,5555.830205,74015.0,72.0,12.0,61.0,0.0,6.0,471.443077
,,,,,,,,,,4173.140695,0.0,117.0,10.0,37.0,0.0,1.0,842.4
,,,,,,,,,,2897.494724,0.0,77.0,19.0,17.0,0.0,1.0,554.4
,,,,,,,,,,8044.511759,68849.0,67.0,9.0,67.0,0.0,2.0,252.699037
,,,,,,,,,,7716.997859,37376.0,99.0,34.0,52.0,0.0,3.0,65.548725
,,,,,,,,,,2274.669484,0.0,64.0,12.0,25.0,0.0,1.0,621.968062
,,,,,,,,,,8658.863813,62464.0,109.0,23.0,45.0,0.0,4.0,400.181882
,,,,,,,,,,11260.90364,88304.0,95.0,2.0,17.0,0.0,2.0,276.467811
,,,,,,,,,,16414.04415,0.0,112.0,11.0,9.0,0.0,2.0,682.422936
,,,,,,,,,,4698.759935,0.0,67.0,27.0,71.0,0.0,6.0,321.6
,,,,,,,,,,9002.117386,61374.0,113.0,5.0,27.0,0.0,3.0,210.100003
,,,,,,,,,,3102.998522,31841.0,78.0,24.0,11.0,0.0,1.0,126.857228
,,,,,,,,,,2587.107864,27861.0,65.0,22.0,67.0,0.0,1.0,312.0
,,,,,,,,,,4983.61893,0.0,83.0,22.0,0.0,3.0,5.0,736.00483
,,,,,,,,,,6265.343299,0.0,84.0,18.0,25.0,1.0,4.0,481.025786
,,,,,,,,,,7233.540011,94550.0,90.0,0.0,93.0,0.0,7.0,432.0
,,,,,,,,,,5357.260833,39604.0,68.0,2.0,21.0,0.0,8.0,63.127223
,,,,,,,,,,11130.11974,42928.0,93.0,20.0,65.0,0.0,2.0,651.623195
,,,,,,,,,,2610.369217,54737.0,66.0,3.0,86.0,0.0,1.0,391.970334
,,,,,,,,,,7452.543017,0.0,68.0,14.0,46.0,0.0,2.0,489.6
,,,,,,,,,,6352.961129,80587.0,78.0,7.0,5.0,0.0,6.0,276.191729
,,,,,,,,,,14585.37736,0.0,194.0,26.0,10.0,0.0,5.0,931.2
,,,,,,,,,,17292.93538,80028.0,86.0,34.0,37.0,0.0,2.0,114.02307
,,,,,,,,,,4254.620669,11904.0,61.0,34.0,11.0,2.0,3.0,292.8
,,,,,,,,,,9621.72619,54872.0,121.0,9.0,50.0,0.0,3.0,580.8
,,,,,,,,,,14260.91441,0.0,99.0,2.0,30.0,0.0,2.0,204.121476
,,,,,,,,,,7756.307652,0.0,74.0,24.0,63.0,0.0,2.0,532.8
,,,,,,,,,,5875.212734,46417.0,74.0,16.0,14.0,0.0,7.0,164.746184
,,,,,,,,,,4946.960039,46239.0,67.0,17.0,1.0,3.0,4.0,6.395416
,,,,,,,,,,2660.009874,0.0,73.0,18.0,61.0,0.0,1.0,350.4
,,,,,,,,,,2372.289378,25550.0,61.0,28.0,13.0,0.0,1.0,439.2
,,,,,,,,,,7803.503824,84417.0,98.0,5.0,32.0,0.0,7.0,139.714897
,,,,,,,,,,10346.11154,55906.0,86.0,26.0,3.0,0.0,2.0,58.469264
,,,,,,,,,,4960.548942,21638.0,65.0,9.0,81.0,0.0,8.0,468.0
,,,,,,,,,,7099.574987,16121.0,65.0,5.0,85.0,2.0,2.0,312.0
,,,,,,,,,,13466.92071,11432.0,119.0,11.0,9.0,0.0,2.0,571.2
,,,,,,,,,,2598.061204,62566.0,65.0,4.0,3.0,1.0,1.0,48.344273
,,,,,,,,,,2886.451602,10312.0,78.0,10.0,63.0,0.0,1.0,486.278557
,,,,,,,,,,2566.398498,67778.0,64.0,17.0,17.0,1.0,1.0,171.287759
,,,,,,,,,,6252.3631,92895.0,77.0,5.0,2.0,0.0,7.0,43.14147
,,,,,,,,,,5174.689686,55290.0,65.0,26.0,33.0,0.0,4.0,13.874775
,,,,,,,,,,9263.179837,23377.0,116.0,15.0,19.0,0.0,3.0,556.8
,,,,,,,,,,4834.710493,38713.0,66.0,31.0,69.0,4.0,6.0,316.8
,,,,,,,,,,2361.742243,0.0,66.0,17.0,92.0,1.0,1.0,145.896438
,,,,,,,,,,2674.730716,56342.0,69.0,12.0,89.0,0.0,1.0,331.2
,,,,,,,,,,16159.54237,29593.0,137.0,15.0,52.0,0.0,2.0,657.6
,,,,,,,,,,2664.242814,82887.0,66.0,22.0,4.0,1.0,1.0,420.374805
,,,,,,,,,,15162.06565,71366.0,94.0,23.0,56.0,0.0,2.0,265.216633
,,,,,,,,,,4995.1712,10787.0,71.0,33.0,25.0,0.0,8.0,697.798804
,,,,,,,,,,16109.75353,0.0,73.0,12.0,42.0,0.0,2.0,350.4
,,,,,,,,,,4957.404306,10194.0,65.0,34.0,35.0,0.0,4.0,312.0
,,,,,,,,,,2866.779811,81763.0,72.0,22.0,12.0,1.0,1.0,518.4
,,,,,,,,,,8719.896238,59763.0,73.0,4.0,31.0,0.0,2.0,350.4
,,,,,,,,,,6864.647514,96832.0,85.0,19.0,23.0,0.0,3.0,408.0
,,,,,,,,,,4980.18765,21135.0,130.0,14.0,59.0,0.0,1.0,678.946216
,,,,,,,,,,2312.328541,16143.0,62.0,3.0,73.0,1.0,1.0,32.114117
,,,,,,,,,,5555.830205,74015.0,72.0,12.0,61.0,0.0,6.0,471.443077
,,,,,,,,,,2471.441785,0.0,70.0,32.0,14.0,0.0,1.0,504.0
,,,,,,,,,,17759.38575,0.0,63.0,10.0,19.0,0.0,2.0,661.7151
,,,,,,,,,,14628.49627,63936.0,189.0,4.0,29.0,0.0,5.0,765.012123
,,,,,,,,,,5801.828142,0.0,83.0,17.0,28.0,0.0,4.0,597.6
,,,,,,,,,,5209.945549,37940.0,129.0,11.0,36.0,0.0,1.0,512.542299
,,,,,,,,,,2814.438036,30703.0,70.0,15.0,58.0,0.0,1.0,336.0
,,,,,,,,,,5417.744055,54898.0,69.0,25.0,32.0,0.0,9.0,176.242159
,,,,,,,,,,16775.80883,89030.0,139.0,31.0,62.0,0.0,2.0,49.566591
,,,,,,,,,,7980.304624,15630.0,115.0,8.0,60.0,1.0,3.0,656.775467
,,,,,,,,,,5107.163002,35625.0,65.0,10.0,56.0,1.0,3.0,288.572108
,,,,,,,,,,2690.781969,48329.0,67.0,9.0,70.0,0.0,1.0,470.386291
,,,,,,,,,,4254.620669,11904.0,61.0,34.0,11.0,2.0,3.0,292.8
,,,,,,,,,,4643.413135,12261.0,125.0,26.0,80.0,0.0,1.0,600.0
,,,,,,,,,,6217.258012,0.0,86.0,15.0,94.0,0.0,9.0,39.730199
,,,,,,,,,,11373.98852,87810.0,94.0,15.0,26.0,3.0,2.0,225.641724
,,,,,,,,,,10861.71019,64744.0,139.0,5.0,34.0,0.0,5.0,41.308429
,,,,,,,,,,8569.36439,0.0,117.0,13.0,11.0,0.0,8.0,957.134978
,,,,,,,,,,16069.95283,60735.0,135.0,11.0,59.0,0.0,2.0,571.695889
,,,,,,,,,,2410.355726,0.0,67.0,5.0,53.0,0.0,1.0,482.4
,,,,,,,,,,4872.577302,0.0,135.0,32.0,33.0,0.0,1.0,648.0
,,,,,,,,,,9031.214859,0.0,122.0,15.0,47.0,0.0,9.0,650.52179
,,,,,,,,,,2993.117683,23277.0,77.0,14.0,68.0,2.0,1.0,369.6
,,,,,,,,,,5846.520588,50320.0,73.0,24.0,6.0,0.0,5.0,297.738909
,,,,,,,,,,2589.43003,49675.0,65.0,10.0,54.0,0.0,1.0,312.0
,,,,,,,,,,6558.880167,19508.0,61.0,22.0,59.0,0.0,2.0,292.8
,,,,,,,,,,8105.996039,20815.0,110.0,7.0,35.0,0.0,9.0,528.0
,,,,,,,,,,7232.609391,46621.0,61.0,20.0,31.0,0.0,2.0,30.448249
,,,,,,,,,,13599.92487,22775.0,184.0,6.0,10.0,0.0,3.0,883.2
,,,,,,,,,,5093.379714,91814.0,63.0,30.0,99.0,0.0,3.0,167.037619
,,,,,,,,,,6047.02516,20396.0,76.0,15.0,60.0,1.0,4.0,364.8
,,,,,,,,,,7172.070153,73836.0,182.0,8.0,35.0,3.0,1.0,553.385695
,,,,,,,,,,3438.949322,55910.0,86.0,4.0,3.0,0.0,1.0,324.348688
,,,,,,,,,,5418.463878,43054.0,68.0,5.0,41.0,0.0,4.0,326.4
,,,,,,,,,,7824.492263,64543.0,65.0,1.0,84.0,0.0,2.0,200.177163
,,,,,,,,,,7930.602564,75988.0,67.0,0.0,40.0,0.0,2.0,200.54531
,,,,,,,,,,9321.284825,0.0,64.0,26.0,99.0,0.0,2.0,572.522796
,,,,,,,,,,2775.080095,29051.0,73.0,31.0,79.0,0.0,1.0,153.200014
,,,,,,,,,,5792.666316,87382.0,72.0,26.0,65.0,0.0,5.0,345.6
,,,,,,,,,,3596.83011,30694.0,91.0,22.0,23.0,1.0,1.0,436.8
,,,,,,,,,,14713.52329,0.0,85.0,4.0,18.0,0.0,2.0,877.034575
,,,,,,,,,,3071.784639,47528.0,77.0,10.0,73.0,1.0,1.0,277.582137
,,,,,,,,,,8471.292552,70624.0,106.0,6.0,52.0,0.0,3.0,49.234943
,,,,,,,,,,7205.019561,0.0,64.0,27.0,62.0,0.0,2.0,505.975326
,,,,,,,,,,11154.67599,31409.0,93.0,10.0,50.0,0.0,2.0,381.960657
,,,,,,,,,,10168.27175,35504.0,128.0,4.0,86.0,0.0,3.0,404.303518
,,,,,,,,,,5688.20499,44833.0,72.0,24.0,59.0,0.0,3.0,345.6
,,,,,,,,,,5272.932008,24423.0,67.0,5.0,62.0,0.0,6.0,321.6
,,,,,,,,,,13799.05459,0.0,127.0,20.0,31.0,0.0,2.0,609.6
,,,,,,,,,,4167.994667,0.0,69.0,22.0,98.0,3.0,8.0,433.959806
,,,,,,,,,,4242.69282,0.0,61.0,5.0,51.0,0.0,7.0,439.2
,,,,,,,,,,5736.45893,96917.0,71.0,31.0,16.0,0.0,9.0,373.047039
,,,,,,,,,,2679.686625,84450.0,68.0,18.0,12.0,0.0,1.0,291.257059
,,,,,,,,,,11828.61437,0.0,111.0,4.0,8.0,0.0,2.0,1018.808223
,,,,,,,,,,11905.06754,0.0,115.0,19.0,39.0,0.0,2.0,840.179082
,,,,,,,,,,4212.8026,10097.0,110.0,17.0,69.0,0.0,1.0,218.635593
,,,,,,,,,,5553.18672,33255.0,138.0,0.0,20.0,0.0,1.0,662.4
,,,,,,,,,,6511.467626,42602.0,85.0,7.0,75.0,3.0,3.0,63.161647
,,,,,,,,,,4730.355248,17250.0,62.0,16.0,90.0,0.0,3.0,175.528642
,,,,,,,,,,2908.020838,74212.0,73.0,16.0,26.0,0.0,1.0,188.878749
,,,,,,,,,,4821.156466,85756.0,61.0,18.0,74.0,0.0,3.0,117.036869
,,,,,,,,,,2248.449633,24910.0,63.0,7.0,63.0,1.0,1.0,347.857619
,,,,,,,,,,5232.454958,41596.0,66.0,12.0,12.0,0.0,5.0,316.8
,,,,,,,,,,2557.585549,72202.0,63.0,12.0,13.0,0.0,1.0,453.6
