customer,state,response,coverage,education,employment_status,location_code,policy,renew_offer_type,sales_channel,vehicle_class
EU78163,California,No,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car
FD34314,Arizona,No,Basic,Bachelor or College,Employed,Urban,Corporate,Offer 1-2,Indirect,Normal Car
HS74723,Arizona,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Indirect,Luxury Car
LX27768,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Direct,Medium-Class Car
YB91420,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Direct,Normal Car
QA45054,Arizona,No,Basic,High School or Below,Employed,Urban,Personal,Offer 3-4,Direct,Medium-Class Car
CO53758,California,No,Basic,High School or Below,Employed,Suburban,Corporate,Offer 3-4,Direct,Normal Car
CW57656,Oregon,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
MR22119,Oregon,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 3-4,Indirect,Medium-Class Car
DI22093,California,No,Extended,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car
PQ35034,Oregon,No,Basic,Bachelor or College,Employed,Rural,Corporate,Offer 1-2,Direct,Normal Car
XB30904,Arizona,No,Basic,High School or Below,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car
VF15321,Washington,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
LX71137,Arizona,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Direct,Normal Car
SI35064,Washington,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Medium-Class Car
SI26369,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
LD69905,Arizona,No,Extended,High School or Below,Other status,Suburban,Personal,Offer 1-2,Indirect,Normal Car
VY84895,Nevada,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
UA38043,California,Yes,Basic,High School or Below,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car
WM46083,Arizona,No,Basic,Doctor or Master,Employed,Urban,Personal,Offer 3-4,Direct,Normal Car
GQ57207,California,Yes,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Indirect,Normal Car
CQ80529,Oregon,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Indirect,Medium-Class Car
LN99954,Washington,No,Premium,Doctor or Master,Unemployed,Suburban,Personal,Offer 3-4,Direct,Normal Car
UF36353,Oregon,No,Extended,Bachelor or College,Employed,Rural,Special,Offer 3-4,Direct,Medium-Class Car
IZ24763,Nevada,No,Extended,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Indirect,Normal Car
TU27017,California,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Direct,Normal Car
WS46887,Washington,No,Premium,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
GQ32356,Nevada,No,Premium,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
PZ81131,California,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
ZW79814,California,Yes,Extended,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
KV79964,Arizona,No,Premium,Doctor or Master,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
WE38399,California,Yes,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
MI13678,Oregon,No,Basic,High School or Below,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
VA63861,California,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
EH70612,California,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
UO40726,Oregon,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Direct,Normal Car
ZY49833,California,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car
HZ47488,California,No,Basic,Doctor or Master,Employed,Suburban,Personal,Offer 3-4,Indirect,Normal Car
LP51258,Oregon,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car
VW65573,California,No,Basic,High School or Below,Unemployed,Suburban,Special,Offer 1-2,Direct,Medium-Class Car
LV82913,Oregon,No,Basic,Bachelor or College,Employed,Urban,Corporate,Offer 1-2,Indirect,Normal Car
OX53879,Arizona,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car
QV76563,Arizona,No,Basic,Doctor or Master,Unemployed,Suburban,Personal,Offer 3-4,Direct,Normal Car
CP27565,Oregon,Yes,Basic,Bachelor or College,Employed,Suburban,Special,Offer 1-2,Indirect,Medium-Class Car
LL56632,Oregon,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
ZG88784,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 3-4,Indirect,Normal Car
FO78512,California,No,Basic,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Indirect,Medium-Class Car
TX13297,California,Yes,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Indirect,Normal Car
RS20615,California,No,Basic,High School or Below,Employed,Urban,Special,Offer 1-2,Indirect,Normal Car
HP77890,Washington,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Indirect,Normal Car
GE45663,Arizona,Yes,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car
UW90223,California,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Direct,Normal Car
LC58452,California,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
WO25669,Oregon,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
NG59515,California,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
AQ52711,Oregon,No,Premium,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
AU23837,Oregon,No,Basic,Bachelor or College,Employed,Urban,Corporate,Offer 1-2,Direct,Normal Car
NG62780,Oregon,Yes,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
WW16329,Oregon,Yes,Extended,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Direct,Medium-Class Car
YN46118,Arizona,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
CW77053,Oregon,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
LX15904,Washington,No,Basic,High School or Below,Employed,Suburban,Special,Offer 1-2,Direct,Normal Car
IN26765,Oregon,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
WR55560,California,No,Premium,High School or Below,Employed,Rural,Corporate,Offer 3-4,Direct,Medium-Class Car
JQ70222,Washington,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 3-4,Indirect,Medium-Class Car
LU49168,Arizona,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 3-4,Direct,Normal Car
EN97874,Oregon,No,Extended,High School or Below,Employed,Suburban,Corporate,Offer 3-4,Direct,Normal Car
IP76282,Oregon,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 3-4,Direct,Normal Car
NM18924,Oregon,No,Basic,High School or Below,Other status,Rural,Corporate,Offer 1-2,Indirect,Medium-Class Car
NZ98813,California,No,Basic,High School or Below,Other status,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
XJ65608,California,No,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
HI71466,California,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
RO70057,Nevada,Yes,Extended,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
LT77960,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 3-4,Indirect,Normal Car
FO13691,Oregon,No,Basic,Doctor or Master,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
IP87756,Washington,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
YG37894,California,No,Basic,Bachelor or College,Other status,Suburban,Corporate,Offer 1-2,Indirect,Normal Car
SR24177,Nevada,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
BS91742,Washington,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Indirect,Luxury Car
UJ38473,California,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Medium-Class Car
BP54465,Arizona,No,Extended,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car
YY12812,Nevada,No,Basic,Bachelor or College,Employed,Rural,Corporate,Offer 1-2,Direct,Normal Car
HW61722,Oregon,No,Basic,Bachelor or College,Unemployed,Urban,Personal,Offer 1-2,Indirect,Normal Car
CE17855,Oregon,No,Extended,Doctor or Master,Employed,Suburban,Personal,Offer 3-4,Direct,Normal Car
ZX50209,California,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Direct,Normal Car
CZ84042,Oregon,No,Basic,High School or Below,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
SQ54906,Oregon,Yes,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
QE21030,Washington,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Indirect,Luxury Car
WP60679,Oregon,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Indirect,Medium-Class Car
BZ47770,Washington,No,Basic,Bachelor or College,Employed,Rural,Corporate,Offer 1-2,Direct,Normal Car
TS76653,Nevada,Yes,Extended,Doctor or Master,Unemployed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
IJ28717,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
XL78013,Oregon,Yes,Extended,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
KN90631,Nevada,No,Basic,High School or Below,Other status,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
KU59569,California,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
IE71278,California,No,Extended,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car
VY76337,Washington,No,Basic,High School or Below,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car
YC77374,California,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
FX78218,California,No,Basic,Doctor or Master,Employed,Rural,Personal,Offer 3-4,Indirect,Normal Car
ZK11389,Oregon,Yes,Basic,Bachelor or College,Employed,Rural,Corporate,Offer 3-4,Direct,Normal Car
MO82744,California,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
GG20671,Nevada,No,Extended,Bachelor or College,Employed,Suburban,Special,Offer 3-4,Direct,Normal Car
YC53575,Oregon,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
ES82658,Oregon,No,Extended,Doctor or Master,Employed,Rural,Personal,Offer 3-4,Indirect,Normal Car
SU44811,Oregon,No,Extended,High School or Below,Employed,Rural,Corporate,Offer 3-4,Indirect,Normal Car
AZ43057,California,No,Basic,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car
XU56756,Oregon,Yes,Basic,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Direct,Normal Car
TM24806,Oregon,Yes,Extended,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car
ZH18791,Oregon,No,Basic,Bachelor or College,Unemployed,Rural,Personal,Offer 1-2,Direct,Normal Car
CE10235,California,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
IQ96928,Oregon,No,Basic,High School or Below,Unemployed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
BM55732,Nevada,No,Basic,High School or Below,Employed,Suburban,Corporate,Offer 3-4,Indirect,Normal Car
PC76141,Nevada,No,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Indirect,Normal Car
RV98208,Arizona,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
LJ21457,California,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Indirect,Normal Car
MV86976,California,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
HS13676,California,No,Premium,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
OX35378,Oregon,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
VL95438,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 3-4,Direct,Normal Car
YU32377,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 3-4,Indirect,Normal Car
QW88350,Washington,No,Basic,Bachelor or College,Employed,Urban,Corporate,Offer 1-2,Indirect,Normal Car
TM61357,Nevada,No,Extended,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Direct,Normal Car
CP99334,Oregon,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
AO20938,Arizona,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
OY32548,Washington,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
XE36531,California,No,Extended,High School or Below,Employed,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
SZ86381,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
YY29772,Arizona,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
FG69718,California,No,Extended,High School or Below,Unemployed,Suburban,Corporate,Offer 1-2,Indirect,Medium-Class Car
MI81870,Arizona,No,Premium,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Direct,Medium-Class Car
QH27767,Oregon,No,Basic,Doctor or Master,Employed,Urban,Personal,Offer 3-4,Direct,Normal Car
IV54766,Oregon,Yes,Extended,Doctor or Master,Employed,Suburban,Personal,Offer 1-2,Direct,Luxury Car
AD33653,Oregon,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
HU54636,California,No,Extended,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Indirect,Normal Car
CD45044,Arizona,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
CB61335,California,No,Extended,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
DL53457,California,Yes,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Indirect,Normal Car
YG68142,Oregon,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
UI24036,Washington,No,Extended,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Medium-Class Car
LD63324,Arizona,Yes,Extended,Bachelor or College,Employed,Urban,Corporate,Offer 1-2,Indirect,Normal Car
LB29621,Oregon,No,Extended,Bachelor or College,Employed,Rural,Corporate,Offer 1-2,Indirect,Normal Car
XB43625,Arizona,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
FI65786,Oregon,No,Extended,Doctor or Master,Employed,Suburban,Corporate,Offer 3-4,Indirect,Normal Car
ZC61874,Arizona,No,Extended,Doctor or Master,Other status,Suburban,Special,Offer 1-2,Direct,Medium-Class Car
QA66968,California,No,Extended,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
YQ98322,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
EN27946,California,No,Premium,High School or Below,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
GT18396,Arizona,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
KL43280,California,No,Premium,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
DB93245,Arizona,No,Basic,Doctor or Master,Employed,Urban,Corporate,Offer 1-2,Indirect,Normal Car
SN53710,Washington,No,Extended,High School or Below,Employed,Suburban,Personal,Offer 3-4,Indirect,Normal Car
IB82793,California,No,Basic,High School or Below,Unemployed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
CT74097,Nevada,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
HE20556,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Indirect,Normal Car
RQ41621,Arizona,No,Basic,Doctor or Master,Employed,Urban,Personal,Offer 3-4,Direct,Normal Car
TB88830,California,No,Basic,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Direct,Medium-Class Car
LV94312,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
PT45842,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
CV49750,Arizona,Yes,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
RB63074,Oregon,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
XX73066,Arizona,No,Basic,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
VN22337,California,No,Extended,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
BA19651,California,No,Extended,High School or Below,Employed,Urban,Corporate,Offer 3-4,Direct,Normal Car
UX18122,Washington,No,Extended,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Indirect,Normal Car
HY46017,California,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car
ZI95657,California,Yes,Extended,Doctor or Master,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
MK93363,Washington,No,Basic,Doctor or Master,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
UM26324,Washington,Yes,Basic,High School or Below,Employed,Urban,Corporate,Offer 1-2,Direct,Normal Car
ZN18884,California,No,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 3-4,Indirect,Normal Car
PN18863,California,No,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Indirect,Normal Car
BK76340,California,No,Extended,High School or Below,Other status,Suburban,Personal,Offer 1-2,Direct,Luxury Car
QZ83992,California,No,Basic,Bachelor or College,Other status,Suburban,Corporate,Offer 1-2,Direct,Medium-Class Car
WE23159,Oregon,No,Extended,High School or Below,Unemployed,Suburban,Special,Offer 1-2,Direct,Medium-Class Car
GA86186,Oregon,Yes,Extended,Bachelor or College,Employed,Urban,Special,Offer 1-2,Indirect,Normal Car
ZM24497,California,No,Extended,High School or Below,Employed,Suburban,Personal,Offer 3-4,Indirect,Luxury Car
EY97047,Oregon,Yes,Basic,Bachelor or College,Employed,Urban,Corporate,Offer 1-2,Direct,Normal Car
NW14895,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
KS42294,California,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car
DQ50258,California,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
XK10881,Oregon,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
LC20778,Nevada,No,Extended,Doctor or Master,Other status,Suburban,Personal,Offer 3-4,Direct,Normal Car
LH87004,Washington,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Direct,Medium-Class Car
SZ17657,Oregon,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Indirect,Medium-Class Car
RI44399,California,No,Extended,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Indirect,Normal Car
RF73080,Oregon,Yes,Extended,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car
QA69109,Arizona,No,Basic,Doctor or Master,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car
FK85203,California,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
ET44462,Arizona,No,Extended,High School or Below,Employed,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
SK27185,California,No,Premium,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Medium-Class Car
JW87443,Oregon,Yes,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
OM37610,Nevada,No,Premium,High School or Below,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
TJ58873,Oregon,No,Basic,High School or Below,Employed,Urban,Personal,Offer 3-4,Direct,Normal Car
WE97690,Oregon,No,Basic,Bachelor or College,Employed,Urban,Corporate,Offer 1-2,Indirect,Normal Car
HH99354,Oregon,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car
UN90060,Oregon,No,Basic,High School or Below,Employed,Rural,Personal,Offer 1-2,Indirect,Medium-Class Car
BR76202,California,Yes,Basic,Doctor or Master,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
MO48960,California,Yes,Extended,Doctor or Master,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
QG50480,Oregon,No,Basic,Bachelor or College,Unemployed,Rural,Personal,Offer 1-2,Direct,Normal Car
RE73564,Oregon,No,Extended,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
EN32990,Arizona,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
OO97388,Oregon,No,Basic,Doctor or Master,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
JN66901,Nevada,No,Basic,High School or Below,Unemployed,Suburban,Corporate,Offer 3-4,Indirect,Luxury Car
UI64573,Oregon,No,Extended,High School or Below,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car
HJ64867,Arizona,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Indirect,Normal Car
MT35297,Oregon,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 3-4,Direct,Normal Car
VB69838,Oregon,Yes,Premium,High School or Below,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
JR34589,Nevada,No,Extended,High School or Below,Employed,Rural,Personal,Offer 1-2,Indirect,Medium-Class Car
EI85578,California,No,Basic,Bachelor or College,Unemployed,Rural,Personal,Offer 3-4,Direct,Medium-Class Car
DH85144,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
HC31007,California,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
MT58123,California,Yes,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Direct,Medium-Class Car
GQ78238,Oregon,No,Extended,High School or Below,Employed,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
UO44449,Washington,No,Basic,Bachelor or College,Employed,Urban,Corporate,Offer 1-2,Direct,Normal Car
VK98618,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
BG30513,California,Yes,Extended,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car
KD20203,Oregon,No,Extended,Bachelor or College,Unemployed,Suburban,Corporate,Offer 3-4,Direct,Medium-Class Car
HR26088,Arizona,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
XD72019,Oregon,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
XD82117,Arizona,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Indirect,Medium-Class Car
CT47738,Oregon,No,Extended,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Direct,Medium-Class Car
NY30370,Washington,No,Basic,High School or Below,Employed,Suburban,Corporate,Offer 3-4,Indirect,Normal Car
EH69733,Arizona,No,Extended,Bachelor or College,Employed,Urban,Corporate,Offer 1-2,Direct,Normal Car
QV89210,Nevada,Yes,Extended,High School or Below,Employed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
QK90365,Oregon,Yes,Extended,Doctor or Master,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car
UR67446,California,No,Extended,High School or Below,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
FJ76376,California,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
ZI85739,California,No,Extended,Doctor or Master,Unemployed,Rural,Personal,Offer 1-2,Direct,Medium-Class Car
AM72411,Oregon,No,Basic,High School or Below,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car
IC77855,California,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Direct,Medium-Class Car
ZM70632,California,No,Extended,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Direct,Medium-Class Car
JM59803,California,No,Basic,Doctor or Master,Employed,Urban,Personal,Offer 3-4,Direct,Normal Car
KG84303,California,No,Extended,Doctor or Master,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
OJ37666,California,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Indirect,Normal Car
VV49688,Oregon,No,Basic,High School or Below,Unemployed,Suburban,Corporate,Offer 1-2,Indirect,Normal Car
KH55886,Oregon,No,Premium,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Medium-Class Car
QZ70160,Nevada,No,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car
FU51754,Arizona,Yes,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
KY48450,Oregon,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Direct,Luxury Car
ZG18090,California,No,Extended,Doctor or Master,Employed,Suburban,Corporate,Offer 3-4,Direct,Normal Car
UI99151,Nevada,No,Basic,High School or Below,Other status,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
VB59276,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 3-4,Indirect,Medium-Class Car
CJ64468,Oregon,Yes,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Indirect,Normal Car
GM61951,Nevada,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
BO15959,Washington,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
ZK50586,Oregon,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Direct,Normal Car
DM22923,Oregon,No,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car
DQ58142,Arizona,No,Basic,High School or Below,Employed,Suburban,Corporate,Offer 3-4,Indirect,Medium-Class Car
YW47108,California,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
DS62172,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
VL58402,Washington,Yes,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
YV82597,Nevada,No,Extended,Doctor or Master,Employed,Rural,Corporate,Offer 1-2,Direct,Normal Car
FN33339,Oregon,No,Premium,High School or Below,Employed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
